indicator_id,classification_id,context_id,provenance,text_fragment,classification_id_rev
NRM_INF,NRM_INF_C,E_M_E.15,BD3E_M,female youths do not have opportunity to get new or old agricultural training and livestock related training due to the local norms or customs,
NRM_INF,NRM_INF_C,E_M_E.15,BD3E_M,"Moreover, women cannot take additional advantages compare to men. This is not possible and cannot be possible here",
NRM_INF,NRM_INF_C,E_M_E.15,BD6E_M,The female youths do not have opportunity to get new or old agricultural trainings related wheat cultivation.,
NRM_INF,NRM_INF_C,E_M_E.15,BD6E_M,The local norms and customs do not permit womens participation as like as men.,
NRM_INF,NRM_INF_C,E_M_E.15,BD6E_M,Most families do not allow their daughters participation here,
NRM_INF,NRM_INF_C,E_M_E.15,BD6E_M,Most training programs or information dissemination mainly target the men,
NRM_INF,NRM_INF_C,E_M_E.15,BD6E_M,women and adolescent girls cannot attend in those programs.,
NRM_INF,NRM_INF_C,E_M_E.15,ET1E_M,agricultural development workers visits men,
NRM_INF,NRM_INF_C,E_M_E.15,ET2E_M,girls not involved like brothers,
NRM_INF,NRM_INF_C,E_M_E.15,IN3E_M,No young women dont get the same opportunities as young men to learn new things in agriculture,
NRM_INF,NRM_INF_C,E_M_E.15,IN4E_M,Young women dont do much agricultural work here,
NRM_INF,NRM_INF_C,E_M_E.15,IN9E_M,Young women are not interested in learning anything about agriculture,
NRM_INF,NRM_INF_C,E_M_E.15,NP1E_M,we havent got such opportunity or any trainings,
NRM_INF,NRM_INF_C,E_M_E.15,PK2E_M,"R1. In village, women do not have any opportunities to learn because women are not allowed to work outside their homes (Agreed by all)",
NRM_INF,NRM_INF_C,E_M_E.15,PK7E_M,"No! it is the man who has access to the fertilizer, seeds, use of tractor and information. A female cannot do this.",
NRM_INF,NRM_INF_C,E_M_E.15,PK7E_M,than a woman who is limited to the home. She has no more information.,
NRM_INF,NRM_INF_C,E_M_E.18,BD3E_M,"For social reasons, women cannot participate in practical agricultural activities and official training",
NRM_INF,NRM_INF_C,E_M_E.18,NP2E_M,not having enough technical knowledge may hinder the work,
NRM_INF,NRM_INF_C,E_F_E.12,BD6E_F,"parents in our village do not understand the importance of education, those girls who can study well and get a job later, should make the parents understand so that they let them study.",[exclude]
NRM_INF,NRM_INF_C,E_F_E.15,BD6E_F,Young women do not get as much opportunity as young men when they try to learn about new practices/ technologies/ knowledge/ information,
NRM_INF,NRM_INF_C,E_F_E.15,ET1E_F,I think the opportunity is limited for girls.,
NRM_INF,NRM_INF_C,E_F_E.15,ET1E_F,as girls we would not even have the chance to get information because we stay back home most of the time,
NRM_INF,NRM_INF_C,E_F_E.15,ET2E_F,one woman did not know how many times to plow she was waiting the whole day.,[exclude]
NRM_INF,NRM_INF_C,E_F_E.15,ET2E_F,agriculture extension agents prefer to approach rich and influential men not the poor and women.,
NRM_INF,NRM_INF_C,E_F_E.15,ET4E_F,I think its difficult for the women to learn new farming skill if the husband is around because he will be responsible and expected to participate with regard to farming,
NRM_INF,NRM_INF_C,E_F_E.15,IN1E_F,No they dont get the same opportunities; society is partial towards men,
NRM_INF,NRM_INF_C,E_F_E.15,IN1E_F,Problem is with women; dont blame the society; women simply dont want to learn; they want the money without doing any work,
NRM_INF,NRM_INF_C,E_F_E.15,IN1E_F,Womens lack the desire to learn and working,
NRM_INF,NRM_INF_C,E_F_E.15,IN1E_F,"If people come from outside to spread awareness regarding different things, women avoid going since they think these people are bad and will teach useless stuff",
NRM_INF,NRM_INF_C,E_F_E.15,IN1E_F,Therefore now no one calls them; men go to such meetings and events,
NRM_INF,NRM_INF_C,E_F_E.15,IN4E_F,I dont agree. I want to learn to use the machines that boys do but my father doesnt permit,
NRM_INF,NRM_INF_C,E_F_E.15,IN7E_F,Young men have more exposure,
NRM_INF,NRM_INF_C,E_F_E.15,PK2E_F,R.1:  Not at all. The women folk have not the same opportunities. They only help in farming activities like planting of seeds etc. The information we get only from my husband and brothers.,
NRM_INF,NRM_INF_C,E_F_E.15,PK2E_F,R.3: we are neither associated with any group or organization nor anyone of the village attached with these organization.,
