country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_NON,No we did not have any plans as such for our future,not have any plans,quote,E.10.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_NON,"I dropped out due to lack of money
		What plans can we make for our future?",What plans can we make for our future?,quote,E.10.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_TRAD,,,,,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_MOD,One should think of doing something good and different in agriculture,something good and different in agriculture,quote,E.12.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_COL,If they are educated then we can also better do the outside work like banks etc,outside work like banks,quote,E.5.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_COL,One should do business,business,quote,E.12.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_COL,One can open a beauty salon; it fetched good returns,beauty salon,quote,E.12.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_UNSP,If they have more degrees then they will have an advantage when they go looking for jobs,jobs,quote,E.5.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_UNSP,We should study as much as we can so that we can take better care of our families,take care of our families,quote,E.5.,,assumed they mean take care of their families financially,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_UNSP,If we are educated then we can stand on our own feet and take better care of our families,take care of our families,quote,E.5.,,assumed they mean take care of their families financially,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_UNSP,All this is also true for boys. Boys have to get good jobs to be able to take care of their families,take care of our families,quote,E.5.,,assumed they mean take care of their families financially,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_F,female,ASP,ASP_UNSP,Both boys and girls should get a good job once they complete their education,good job,quote,E.12.,,,ENU_1
