country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_NON,,,,,,,
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_TRAD,,,,,,,
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_MOD,Those with land can work on their plots,work on their plots,quote,E.12.,,"as this is a question relation to aspirations, I assumed the respondents referred to more modern ways of agriculture",ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_COL,"	I wanted to join the police force",police force,quote,E.10.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_COL,We are studying in order to get a government job which has both money and security,government job,quote,E.10.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_COL,Boys should join the army and serve the nation,army,quote,E.12.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_COL,We can also join the police force and serve the nation,police force,quote,E.12.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_COL,Girls can work in government jobs or as school teachers,government jobs or as school teachers,quote,E.12.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_COL,Boys can join politics and help the country on its progress path,politics,quote,E.12.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_COL,They would much rather work at a salon or in the factory than in agriculture,work at a salon or in the factory,quote,E.14.,,"respondents said that since the advent of labor saving machines women don’t have to do any agricultural work, women can now do other things",ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,We will not get good jobs if we don’t study,good jobs,quote,E.3.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,Education is the first step to success in both professional and personal lives,success in both professional and personal lives,quote,E.3.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,We will get god [good] jobs only if we have knowledge of computers,good jobs,quote,E.5.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,Technical education is very important to get a good cushy job,good cushy job,quote,E.5.,,I don’t know what is meant with cushy ,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,Girls should also be allowed technical education so that they can also get good job and help their parents and families,good job,quote,E.5.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,We are still studying but we want good well-paying jobs when we finish our education,well-paying jobs,quote,E.10.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,I want to work and save some money and then start my own business,business,quote,E.10.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,Both should be allowed to do whatever they want,whatever they want,quote,E.12.,,in relation to occupational aspirations,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,ASP,ASP_UNSP,We want to go abroad for work,go abroad for work,quote,E.51.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,GAP,GAP_NON,,,,,,,
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,GAP,GAP_WID,"	I wanted to join the police force but that did not happen",did not happen,quote,E.10.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,GAP,GAP_WID,Some are still job hunting; some are wasting their time,wasting their time,quote,E.11.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,GAP,GAP_WID,Many are job hunting,job hunting,quote,E.11.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,GAP,GAP_WID,Some boys are doing agricultural work,agricultural work,quote,E.11.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,GAP,GAP_SML,Some boys have joined the army,army,quote,E.11.,,,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,NRM_MEN,NRM_MEN_C,Women cannot drive tractors like men,Women cannot drive tractors like men,quote,E.15.,,assuming they refer to a skill issue,ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,NRM_MEN,NRM_MEN_C,She will be lost since she would not know how and where to start,not know how,quote,E.19.,,this is about growing and selling on their own (assumingly in the market),ENU_1
IN,IN9,GENNOVATE_IN9.xlsx ,FG_E_Aspirations of Youth,IN9E_M,male,NRM_MEN,NRM_MEN_C,She will face too many problems and herself quit,face too many problems,quote,E.19.,,this is about growing and selling on their own (assumingly in the market),ENU_1
